o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment,c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
44839,440,F,172701.4,1992-06-12,1-URGENT,Clerk#000000486,0,slyly ironic packag,440,Customer#000000440,wWLgeLIpxkF50DfETdKhGZnC65vdae6SsrrW09,3,13-244-480-5751,1809.04,MACHINERY,"d final excuses. quickly unusual excuses sleep closely special, final depos"
44868,7,O,137334.1,1997-03-17,1-URGENT,Clerk#000000708,0,"ing deposits haggle furiously express, busy packages-- ironic, special ",7,Customer#000000007,8OkMVLQ1dK6Mbu6WG9 w4pLGQ n7MQ,18,28-190-982-9759,9561.95,AUTOMOBILE,"ounts. ironic, regular accounts sleep. final requests haggle quickly after the"
44871,757,P,179661.34,1995-05-04,1-URGENT,Clerk#000000174,0,riously among the deposits. carefully final ideas detect caref,757,Customer#000000757,6lDCxDvXfJgwmnt,3,13-704-408-2991,9334.82,AUTOMOBILE,onic accounts sleep. regular packages haggl
44902,314,O,8663.01,1998-04-14,1-URGENT,Clerk#000000440,0," ironic, ironic reque",314,Customer#000000314,T0yN762k2C39QqgwkrUQohDQWpLHy0mRnnopY,13,23-366-243-4713,2394.92,MACHINERY,uests sleep fluffily even deposits. regular d
44930,52,F,225401.58,1994-09-23,1-URGENT,Clerk#000000345,0,usly slyly special deposit,52,Customer#000000052,"UracAlAA8tSHL5V,poTZIOjh8o,",11,21-186-284-5998,5630.28,HOUSEHOLD,ts boost. carefully express waters across the blithely regular foxes inte
44934,7,F,34119.28,1993-04-20,1-URGENT,Clerk#000000580,0,st fluffily. accounts use. bold accounts haggle s,7,Customer#000000007,8OkMVLQ1dK6Mbu6WG9 w4pLGQ n7MQ,18,28-190-982-9759,9561.95,AUTOMOBILE,"ounts. ironic, regular accounts sleep. final requests haggle quickly after the"
44964,274,O,303035.83,1996-09-02,1-URGENT,Clerk#000000693,0,uests. boldly pending dependencies boost carefully. silent packages sleep a,274,Customer#000000274,RNMz3wdxEDcAzgK mZK DmqvNhdK1,19,29-330-389-1442,4425.42,FURNITURE,"r deposits. theodolites doubt. ironic, sil"
44992,137,F,187064.44,1992-12-25,1-URGENT,Clerk#000000964,0,c decoys wake fluffily furiously pending requests!,137,Customer#000000137,PN4RZCRY FrmjKhRLA2tvLZa,16,26-777-409-5654,7838.3,HOUSEHOLD,s courts: blithely ironic excuses might haggle accordin
45026,200,O,135378.15,1996-01-25,1-URGENT,Clerk#000000188,0,ornis sleep. slyly regular packages are carefully carefully spec,200,Customer#000000200,vZrjVPUUn6LjYBKe7hJvVM1gKAqs,16,26-472-302-4189,9967.6,BUILDING,ronic asymptotes. idly silent theodolites cajole carefully final tithes. even deposits are idly. ru
45056,574,F,230889.52,1994-10-24,1-URGENT,Clerk#000000732,0, boldly silent packages. final wate,574,Customer#000000574,"AQy5fOEB,T0",8,18-676-218-1058,9787.56,FURNITURE,ously regular asymptotes integrate furiously along the blithely final instructions. t
45063,142,O,260107.98,1997-01-11,1-URGENT,Clerk#000000149,0,fully ironic pinto beans. furio,142,Customer#000000142,rDhVFvyfHIDoF YHJFRBQSdfulY0,9,19-407-425-2584,2209.81,AUTOMOBILE,lyly carefully final grouches. 
45120,259,F,181824.6,1994-04-10,1-URGENT,Clerk#000000494,0, beans among the carefull,259,Customer#000000259,HvJRITU4HZ2AZWDw7NJuRBiGfni,5,15-907-674-2046,3335.29,HOUSEHOLD,s doubt above the unusual deposit
45124,392,O,16129.63,1998-01-20,1-URGENT,Clerk#000000056,0,ular ideas. quickly bold pin,392,Customer#000000392,kTeUhdPDNc,17,27-601-793-2507,8492.33,BUILDING,thin accounts; deposits against the fluffily special accounts doubt furiously quickly even platelets! ironic epitaph
45125,155,F,189948.73,1992-05-29,1-URGENT,Clerk#000000099,0,inal requests cajol,155,Customer#000000155,G0z8BKI8yeLN uBvI,0,10-566-282-8705,5902.85,AUTOMOBILE, the quickly unusual accounts. dependencies boost furiously bold foxes. 
45154,209,O,273589.23,1996-10-30,1-URGENT,Clerk#000000802,0, blithely bold foxes wake ar,209,Customer#000000209,JpwEud15XA4e2a4Y4WcCU2lJN6,16,26-207-121-7721,8873.46,FURNITURE,accounts wake slyly. pinto beans sleep about the quickly unusual instructions. special instructions use furiously. c
45191,751,F,22414.22,1992-11-13,1-URGENT,Clerk#000000028,0,nag thinly. express asymptotes sleep blithely,751,Customer#000000751,Nrc8 AMkUzvTFZyYvqKSyZZn4HrnrR,0,10-658-550-2257,2130.98,FURNITURE,"riously special theodolites boost ironic theodolites-- unusual, ironic accounts cajole ironic instructions: "
45221,139,O,102787.98,1997-10-16,1-URGENT,Clerk#000000340,0, packages sleep requests. instructi,139,Customer#000000139,"YmFwpwxNjgg,YTXZ2Muk6l5yr",9,19-140-352-1403,7897.78,MACHINERY,ely pending requests along the slyly final packages sle
45251,959,F,128183.33,1993-08-28,1-URGENT,Clerk#000000251,0,"fully final packages. express, regular accounts nag s",959,Customer#000000959,drlN H1uousbg,4,14-546-329-6898,3266.14,FURNITURE, slyly even packages wake furiously. carefully final packages sleep furiously according to the carefully silent e
45376,643,O,268746.1,1995-12-03,1-URGENT,Clerk#000000918,0,fluffily silent pinto beans detec,643,Customer#000000643,S7rYQxJLtlsba,0,10-978-597-2747,5184.7,FURNITURE,lithe instructions. blithely final deposits boost
45415,28,F,35417.2,1992-03-07,1-URGENT,Clerk#000000675,0,ake blithely across the carefully final foxes. quickly even deposits against,28,Customer#000000028,"J5tK,OQa07KQSuY5b4qRFYVYRF",8,18-774-241-1462,1007.18,FURNITURE,r accounts are quickly. boldly bold foxes haggle
45446,592,O,115409.2,1997-07-16,1-URGENT,Clerk#000000769,0,"nal, final theodolites! even packages are even, regular accounts. b",592,Customer#000000592,"  dcVkxZ,s,9xW ab60aC3slv3STVRwA1",24,34-832-574-7217,9712.75,BUILDING,"odolites cajole against the unusual platelets. courts cajole after the final, fluffy requests. blithel"
45472,685,O,105195.29,1996-08-15,1-URGENT,Clerk#000000773,0,eaves sleep quickly even instructions. permanently bold theodolites wake arou,685,Customer#000000685,N9wE2dNFVw,17,27-269-224-9902,2039.84,MACHINERY,ular ideas boost slyly idly bold requests. final instructions sleep. grouches about the regular theodolites haggle b
45473,598,O,212880.21,1995-08-11,1-URGENT,Clerk#000000157,0,ost. deposits among the quickly pending packages mold around the furiously,598,Customer#000000598,Siofl5l1QU,9,19-113-384-3847,3244.78,FURNITURE,y regular accounts according to the ironic requests haggle final instructions. blithely unusual decoys against
45476,202,F,210876.73,1992-04-19,1-URGENT,Clerk#000000317,0,regular pinto beans. slyly r,202,Customer#000000202,"b,xhZM oPIStwx",7,17-905-805-4635,2237.64,AUTOMOBILE," ironic, regular accounts. dinos about the furiously final dependencies use blithely against the blithel"
45477,500,O,152251.8,1996-01-18,1-URGENT,Clerk#000000817,0,ly. furiously regular account,500,Customer#000000500,MtTAuWLjfJPPlfRYNxHR,4,14-194-736-4233,3300.82,AUTOMOBILE,ntegrate furiously carefully even accounts. blithely pending sentiments nag f
45504,274,F,161536.63,1992-09-12,1-URGENT,Clerk#000000001,0,r packages boost. fluffily regular ideas cajole! carefully pending ,274,Customer#000000274,RNMz3wdxEDcAzgK mZK DmqvNhdK1,19,29-330-389-1442,4425.42,FURNITURE,"r deposits. theodolites doubt. ironic, sil"
45536,52,F,55293.03,1992-02-28,1-URGENT,Clerk#000000004,0,horses boost carefully about the furiously pending ideas. iro,52,Customer#000000052,"UracAlAA8tSHL5V,poTZIOjh8o,",11,21-186-284-5998,5630.28,HOUSEHOLD,ts boost. carefully express waters across the blithely regular foxes inte
45570,250,F,135534.32,1993-08-10,1-URGENT,Clerk#000000421,0,ithely about the caref,250,Customer#000000250,SJILXuILUsTvSB4TSlTVWb6Txt,16,26-464-852-1461,2869.97,FURNITURE," asymptotes wake after the bold, silent requests. fluffy pinto "
45575,583,F,197161.01,1992-04-13,1-URGENT,Clerk#000000701,0, blithe ideas. fluffily ironic deposits us,583,Customer#000000583,"6XIUkyR0f1zwNDdCB3DiZMgalv,PXU5wf0ls",13,23-234-625-4041,3686.07,HOUSEHOLD,lyly express frays engage blithely carefully special 
45699,970,O,31153.51,1997-09-05,1-URGENT,Clerk#000000419,0,"s. close, regular ideas cajole slyly. ",970,Customer#000000970,"o3mKsUhj8l5W,Z",14,24-266-486-1615,3623.6,MACHINERY,ecial deposits nag carefully furiously
45731,139,F,353083.24,1994-08-11,1-URGENT,Clerk#000000755,0,"usly under the regular, regular ideas. forges sleep carefull",139,Customer#000000139,"YmFwpwxNjgg,YTXZ2Muk6l5yr",9,19-140-352-1403,7897.78,MACHINERY,ely pending requests along the slyly final packages sle
45733,268,F,250967.04,1993-12-07,1-URGENT,Clerk#000000465,0, furiously along the packages. slyly regular accounts affi,268,Customer#000000268,"zG8faDcBLcRU,ZIzQN,VnOd,6FJH13Otg9O0A",3,13-720-469-5207,6821.01,MACHINERY,y pending foxes was furiously carefully regular pinto beans. carefull
45734,707,F,152899.72,1992-07-18,1-URGENT,Clerk#000000502,0,"deas affix unusual, bold deposits. carefully regular accounts haggle",707,Customer#000000707,"o7,DsHIHmfkti",21,31-796-903-4461,2619.52,FURNITURE,ironic requests nag carefully along the ideas. quickly special requests cajole according to the quickly ironic p
45735,835,O,100750.11,1997-03-22,1-URGENT,Clerk#000000326,0,"accounts cajole carefully fluffily final accounts. final, close ",835,Customer#000000835,"9HAzWZHJZZ,",21,31-700-242-6347,2106.81,BUILDING,express accounts. blithely special requests alongside of the packages cajole sly excuses. quickly silent dependenci
45794,149,O,262943.91,1995-09-25,1-URGENT,Clerk#000000051,0,ts sleep blithely quickly final de,149,Customer#000000149,YPt7jpBYEdgbIK6A A,19,29-797-439-6760,8959.65,AUTOMOBILE,ide of the slyly special deposits affix careful
45797,67,O,248254.64,1997-11-26,1-URGENT,Clerk#000000994,0,ges about the blithely pending packages hang carefully at the quickly spec,67,Customer#000000067,"ALk,OdKy V5SruigGvBRMBo8S",9,19-403-114-4356,8166.59,MACHINERY, special sentiments. pending depen
45829,514,O,48328.24,1995-03-13,1-URGENT,Clerk#000000473,0, carefully permanent foxes unwind sl,514,Customer#000000514,0BnUdwBXykYaAoASAw9qt7UdSg,23,33-194-775-6756,5840.97,BUILDING,cording to the requests. carefully express pinto beans must wake slyly across the platelets. furiously unusu
45830,103,O,263384.76,1997-10-21,1-URGENT,Clerk#000000318,0,ts. fluffily pending requests a,103,Customer#000000103,"Tgiza4WfhTbezHUo yly4x,D6nN50SR",9,19-216-107-2107,2757.45,BUILDING,"ending accounts along the packages use according to the sly, special ideas. instructions above the carefull"
45895,667,F,111482.38,1994-06-20,1-URGENT,Clerk#000000710,0,uriously along the requests. furiously ironic packages wake slyly,667,Customer#000000667,"DaAMmp0cnR4oZh3uczjAPBw,Lc6NbRNGVggQT,ya",6,16-917-453-2490,3288.76,AUTOMOBILE,ial instructions breach careful
45921,314,O,127447.03,1996-01-05,1-URGENT,Clerk#000000821,0,as. slyly bold accounts cajole ,314,Customer#000000314,T0yN762k2C39QqgwkrUQohDQWpLHy0mRnnopY,13,23-366-243-4713,2394.92,MACHINERY,uests sleep fluffily even deposits. regular d
45957,22,F,149802.07,1993-09-22,1-URGENT,Clerk#000000772,0,s: carefully bold ideas are carefully special idea,22,Customer#000000022,"biUBW,0ldzWGT91Doo5b77G6N3Bp",3,13-806-545-9701,591.98,MACHINERY,s. theodolites nag blithely final packages. finall
46082,610,O,195132.9,1998-02-24,1-URGENT,Clerk#000000125,0, packages cajole quickly regular pinto bean,610,Customer#000000610,"mCS9LcAZGKtnr,",11,21-782-663-7023,3374.92,BUILDING," regular, quick requests. slyly ironic accounts integrate c"
46084,886,O,121317.48,1997-09-10,1-URGENT,Clerk#000000425,0,thely regular accounts. slyly,886,Customer#000000886,"bc7kPlbhHdcnTi Mqifq,NQ",12,22-771-691-7229,1194.33,AUTOMOBILE,silently regular foxes wake furiously among the slowly final ideas. carefully regular requests haggle 
46115,158,P,306350.62,1995-03-03,1-URGENT,Clerk#000000096,0,s. carefully express deposits sleep theodolites. slyly unusual acc,158,Customer#000000158,"ZjQ2uJ,hZUZ,QCi,oNltA40 4dt",10,20-383-680-1329,6160.95,AUTOMOBILE,inal asymptotes. ironic accounts detec
46116,88,F,223894.83,1995-01-08,1-URGENT,Clerk#000000980,0,bold deposits. enticingly special ,88,Customer#000000088,wyGHpeRMt mxmd8fEelFiXMTHnVg3OL,16,26-516-273-2566,8031.44,AUTOMOBILE,ts. unusual foxes use excuses; final courts doubt special packages. furiously regular platelets abo
46119,808,F,276302.39,1994-02-16,1-URGENT,Clerk#000000647,0,"to the ironic, final dependencies. express foxes boost carefully package",808,Customer#000000808,9Y4G8hokyDQJOlcCUe4OypX smFlME6d Kr,19,29-531-319-7726,5561.93,BUILDING,"usual pinto beans use carefully. express ideas boost. ironic, ironic Tir"
46147,251,F,207369.9,1995-01-16,1-URGENT,Clerk#000000592,0,w slyly. fluffily even notornis cajole slyly deposits. carefully,251,Customer#000000251,"2RLNaFw,ToYGrJuwyRDOKJxaIBoWvCvSVzMTm4Tf",13,23-975-623-5949,9585.32,HOUSEHOLD,cing accounts. furiously final packages cajole. busily final theodolites sleep alongside of the carefully i
46150,415,F,33685.83,1993-02-18,1-URGENT,Clerk#000000102,0,eposits. furiously silent foxes boo,415,Customer#000000415,YXWHoaI6P0LuX,23,33-346-876-2972,2317.93,FURNITURE,"ual, ironic packages wake express, en"
46151,479,F,219862.48,1994-11-09,1-URGENT,Clerk#000000806,0,symptotes haggle slyly ,479,Customer#000000479,aNiIkTdPv2zQE9MavJ9,18,28-336-406-1631,3653.64,AUTOMOBILE,cuses. quickly even ideas wake furiousl
46183,805,F,86508.42,1993-12-14,1-URGENT,Clerk#000000408,0,y bold dependencies cajole carefully regular instructions. final courts s,805,Customer#000000805,woguVtOjwvC8LLtPRALISNwAOFRf70Pfqk,10,20-732-989-5653,511.69,BUILDING, quickly unusual accounts haggle carefully after the even accounts. deposits cajole carefully bravely spec
46213,347,F,105068.39,1993-01-08,1-URGENT,Clerk#000000520,0,y special packages engage carefully furiously iron,347,Customer#000000347,B97T4a DtGgnL7OWmI,1,11-519-832-9913,7348.92,BUILDING,according to the slyly even instructions. express theodolites boost. 
46214,481,F,114114.98,1993-02-09,1-URGENT,Clerk#000000732,0,deposits detect blithely. requests aft,481,Customer#000000481,"DWuQTiY,dAkeSm,uGj0dhMZKbt,WcAjD",21,31-363-392-6461,7157.21,FURNITURE,accounts above the theodolites cajole slyly ironic packages. quickly
46245,377,O,67620.65,1997-09-27,1-URGENT,Clerk#000000017,0,ong the blithely fi,377,Customer#000000377,"cqWFMxJtn0aw ,hkaWaddAhRK5r23m",23,33-260-610-4079,1043.72,MACHINERY,according to the blithely regular foxes. foxes engage blithely ironic foxes. instructions mold blithel
46277,460,O,60365.06,1996-11-14,1-URGENT,Clerk#000000091,0,inos above the fluffily sly excuses use express accounts! qui,460,Customer#000000460,lPuVjEv0OyGiT,11,21-643-955-6555,5222.83,FURNITURE,"al packages. even platelets boost slyly final deposits. express,"
46373,575,O,25835.24,1997-11-26,1-URGENT,Clerk#000000806,0, the carefully bold packages kindle blithely regular request,575,Customer#000000575,"XgUJ,C2j0PLYl8VP2f0ABMHJwCTmL7GpH9HN5bGA",1,11-980-134-7627,3652.29,BUILDING,"lithely even, ironic deposits; unusual packages haggle a"
46464,584,O,51020.79,1997-03-11,1-URGENT,Clerk#000000890,0,ully above the quickly unusual theodolites. fluffily final inst,584,Customer#000000584,"IMPgwCyEjy9R02m,AcHFZqcvXTb0SzHDKh1K",15,25-352-778-1041,8825.71,MACHINERY,"n, even accounts after the blithely quick packages "
46468,622,F,157928.24,1995-01-12,1-URGENT,Clerk#000000220,0,ts. pinto beans wake except the packages. slyly unusual,622,Customer#000000622,BN9j78D5LRdYIlelZznEZk8DFfYWyg5g,13,23-925-151-9771,5974.11,FURNITURE,"es among the even, final patter"
46469,410,F,126893.89,1994-08-17,1-URGENT,Clerk#000000062,0,ns. furiously ironic accounts engage doggedly ironic deposits. furiously speci,410,Customer#000000410,E2QGYyraR0L26IfMJZd,7,17-576-345-5940,4349.27,BUILDING,"s wake carefully according to the ironic, ironic ideas. r"
46499,562,F,161634.04,1994-06-08,1-URGENT,Clerk#000000760,0,dugouts. furiously silent ,562,Customer#000000562,"0XuHp1sxLLEJ5tm3,rbMJhbyNIJr,HJ",15,25-271-465-6971,9234.5,BUILDING,ress requests haggle furiousl
46535,563,F,92265.14,1995-03-02,1-URGENT,Clerk#000000868,0,hely special instructions. blithely ironic pint,563,Customer#000000563,Z98oZLTO5N1HYXjyzNGJOokEIJm,12,22-544-152-1215,3231.71,FURNITURE,accounts boost according to the carefully regular foxes. carefully even
46592,209,F,120740.2,1994-08-04,1-URGENT,Clerk#000000298,0,"dencies after the bold, final depend",209,Customer#000000209,JpwEud15XA4e2a4Y4WcCU2lJN6,16,26-207-121-7721,8873.46,FURNITURE,accounts wake slyly. pinto beans sleep about the quickly unusual instructions. special instructions use furiously. c
46662,158,O,128000.24,1995-12-30,1-URGENT,Clerk#000000367,0,er special asymptotes da,158,Customer#000000158,"ZjQ2uJ,hZUZ,QCi,oNltA40 4dt",10,20-383-680-1329,6160.95,AUTOMOBILE,inal asymptotes. ironic accounts detec
46663,199,O,21867.39,1998-02-28,1-URGENT,Clerk#000000934,0,yly alongside of the final pac,199,Customer#000000199,"Gp6XuGF0QTNR72EYr6tHobo5exDjgBB0Rj4,3",4,14-136-924-5232,7654.31,FURNITURE,egrate furiously along the carefully special pinto beans. packages sublate furiously. brave acco
46690,355,F,285587.97,1993-09-07,1-URGENT,Clerk#000000812,0, blithely bold requests. quickl,355,Customer#000000355,"Z,V X4KR14Ib1d3,s",14,24-656-787-6091,8727.9,FURNITURE,gle quickly blithely express requests. quickly express pinto bean
46691,599,F,142003.66,1992-06-25,1-URGENT,Clerk#000000702,0,efully final excuses. busy courts,599,Customer#000000599,"MiwBsR,yF3r5HcqcG4dV1nI6,ocWMVeGLKcG3Bni",4,14-916-825-6916,6004.52,HOUSEHOLD,ackages after the accounts use blithely slyly quiet foxes: carefully silent accounts are slyly
46723,796,F,144889.82,1992-04-13,1-URGENT,Clerk#000000146,0,"y regular excuses. express, unusual packages about the ironi",796,Customer#000000796,URPHVaGXHhIRGMNUe,3,13-554-411-6773,2584.23,HOUSEHOLD,ns integrate about the slyly expres
46757,758,O,44699.95,1995-06-05,1-URGENT,Clerk#000000927,0,oost furiously unusual packages. requests haggle ca,758,Customer#000000758,"TLhf3M8V1xC,kaXvpgfXNqora",17,27-175-799-9168,6352.14,HOUSEHOLD, wake fluffily regular foxes. slyly ironic de
46881,244,F,206747.44,1994-10-07,1-URGENT,Clerk#000000884,0,rding to the patterns. quickly unusual multipli,244,Customer#000000244,mp5PoCm5QlRbSgCLAacY6x3M5v,15,25-621-225-8173,2506.38,HOUSEHOLD,egrate slyly along the blithely final requests. regular de
46951,4,O,32138.87,1995-11-18,1-URGENT,Clerk#000000980,0,sts. furiously even accounts,4,Customer#000000004,4u58h fqkyE,4,14-128-190-5944,2866.83,MACHINERY, sublate. fluffily even instructions are about th
47009,977,F,77762.56,1994-06-05,1-URGENT,Clerk#000000938,0,theodolites are blithely pending deposits. ironic dinos accor,977,Customer#000000977,iOgubwjbeTRGKViJoz016qLcTYgmX,2,12-602-807-5055,311.0,FURNITURE," sly, express packages after the slyly final requests cajole permanently "
47010,571,O,186045.48,1995-10-04,1-URGENT,Clerk#000000875,0,ts. carefully special foxes boost. blithely ironic asymptote,571,Customer#000000571,Ko nnAeskJ QU0VhW k3b,2,12-115-414-4819,8993.23,HOUSEHOLD,"silent, brave ideas after the blithely ironic accounts b"
47043,472,O,26290.07,1995-09-29,1-URGENT,Clerk#000000262,0,ans along the furiously regular excuses affix acr,472,Customer#000000472,K4KLD E7qmduReACST2vtyk KgfAdGIebJW,12,22-940-478-1933,7929.9,MACHINERY,ves. furiously unusual packages haggle slyly above t
47079,469,O,248825.56,1995-12-17,1-URGENT,Clerk#000000527,0,refully pending pin,469,Customer#000000469,i4c6ffQVayz,12,22-406-988-6460,6343.64,BUILDING,"fter the even dugouts. bold, bold packag"
47140,214,O,147434.69,1998-06-07,1-URGENT,Clerk#000000309,0, play furiously fina,214,Customer#000000214,"fBovJPf POjeTqMh8Ry9f,RPt",8,18-180-678-6165,1526.59,MACHINERY,inal platelets sleep blithely after the slyly final accounts. furiously ironic instru
47142,973,O,114696.7,1996-03-23,1-URGENT,Clerk#000000951,0,boldly express packages dazzle furiously among the accounts. quickly express a,973,Customer#000000973,m7WH7dN5oBF24,0,10-749-928-5415,3229.18,FURNITURE,g the pending platelets-- ideas wake furiously carefully regular dolphins. quickl
47174,962,O,87626.71,1995-09-17,1-URGENT,Clerk#000000397,0,refully carefully even packag,962,Customer#000000962,GnBVTZhkN gXWGps2caxp,4,14-792-232-1645,7557.0,BUILDING, the accounts haggle fluffily across the regular excuses. ironic deposits nag carefully above the iro
47201,230,F,22856.4,1994-12-29,1-URGENT,Clerk#000000733,0,can use carefully special instruct,230,Customer#000000230,"pD9SuzXe2Ajn,yIkv2J",21,31-744-950-8047,1682.83,MACHINERY,platelets. slyly final packages to the packages eat furi
47203,692,F,144726.54,1994-12-19,1-URGENT,Clerk#000000709,0, carefully blithely unusual instructions. carefully unusu,692,Customer#000000692,OU3mR K0rrwidwitSQ18sPSDr4xJqa7V,19,29-804-421-1703,276.71,AUTOMOBILE,. quickly special accounts haggle. fluffily regular requests about the quickly 
47233,307,F,45759.96,1993-03-27,1-URGENT,Clerk#000000998,0,ackages along the furiously even theodolites detect above the closely ,307,Customer#000000307,vwGhZYKzTkk,13,23-836-934-5394,346.59,FURNITURE,he ideas. slyly unusual deposits nag even pla
47238,301,F,25628.03,1993-01-15,1-URGENT,Clerk#000000219,0,. packages x-ray-- fluffily regular packages run plate,301,Customer#000000301,mylARpKKV6rs6f,7,17-265-345-9265,9305.05,HOUSEHOLD,braids can detect. furiously brave packages boost. slyly regul
47265,475,O,129104.92,1995-12-11,1-URGENT,Clerk#000000821,0,"fully along the special, silent requests. final, regular theodolites ",475,Customer#000000475,ihePHVEtf6teFP6FKUXJeylwWC4fSDB,14,24-485-422-9361,9043.55,BUILDING, are furiously ironic ideas. blithely special requests sleep q
47269,404,O,92501.86,1997-10-16,1-URGENT,Clerk#000000727,0,jole quickly along the fu,404,Customer#000000404,"ZC Kwgh,VHdweYRZEJG8UIhEjl,HG",22,32-840-785-1776,7408.73,BUILDING,"anent platelets. unusual epitaphs sleep furiously; bold, regu"
47270,644,F,214585.79,1993-08-03,1-URGENT,Clerk#000000271,0,ly. slyly regular dep,644,Customer#000000644,"QL1 N2m,ajzeO0G xNc",18,28-489-845-4801,6183.15,HOUSEHOLD,"e regular excuses. foxes wake pending, pen"
47300,244,F,258143.39,1994-01-01,1-URGENT,Clerk#000000516,0, accounts serve slyl,244,Customer#000000244,mp5PoCm5QlRbSgCLAacY6x3M5v,15,25-621-225-8173,2506.38,HOUSEHOLD,egrate slyly along the blithely final requests. regular de
47328,997,O,85167.24,1996-04-15,1-URGENT,Clerk#000000864,0,"uickly even epitaphs. even, final packages solve asymptotes. care",997,Customer#000000997,TVgeo8YnY9jkQtkSRCsBHSVBBkmUIRLhm,17,27-218-645-5219,367.03,FURNITURE,e boldly. quickly busy requests above the packages use carefully quickly ironic theodolites. bo
47331,233,O,176554.96,1996-08-17,1-URGENT,Clerk#000000693,0,usly regular notornis acro,233,Customer#000000233,FlEWVw1T 5X5iPmnZlW,3,13-574-104-3221,3998.24,FURNITURE,even deposits eat. furiously even packages use slyly according to t
47333,409,O,60138.63,1995-09-08,1-URGENT,Clerk#000000400,0, boost carefully even theodolites. furiously unusual dugout,409,Customer#000000409,Fy eIowaud tZoH0P6Wi8m4VvlgfbaZibjdnR W,11,21-466-412-4731,3969.86,FURNITURE,furiously. permanently even patterns sleep blithely blithe packages. fluffily even instructions 
47361,80,O,117528.72,1996-07-31,1-URGENT,Clerk#000000970,0,"uests. blithely pending accounts cajole blithely-- ironic, final excu",80,Customer#000000080,h0wy3CSA2ps,0,10-267-172-7101,7383.53,FURNITURE,"ld, bold excuses sleep finally furiously pending pinto beans. furiously expres"
47394,770,O,120276.85,1998-07-28,1-URGENT,Clerk#000000850,0,h blithely stealthy theo,770,Customer#000000770,jHvh9V7Hph2PgiMDxjYN,8,18-856-112-5677,2066.79,AUTOMOBILE,endencies wake quickly regular deposits. slyly i
47425,601,O,125632.31,1998-02-08,1-URGENT,Clerk#000000087,0, of the slyly ironic depths. requests among the slyly fina,601,Customer#000000601,cXrnw1UtFF8dEfRuyUd621b1HxeYOC5hN,1,11-104-635-9839,9768.21,BUILDING, ironic asymptotes nag alongside of the quietly regular instructions. furiously special requests promise s
47458,76,O,183170.54,1996-04-25,1-URGENT,Clerk#000000150,0,uriously regular deposits ac,76,Customer#000000076,FXzPoxHecjuQcCLk0Mr6HkbyAPW,0,10-349-718-3044,5745.33,FURNITURE,"es snooze about the accounts. furiously unusual excuses sleep furiously around the blithely careful decoys. express,"
47460,649,F,106396.19,1993-10-11,1-URGENT,Clerk#000000982,0,g excuses! platelets int,649,Customer#000000649,nDy3fUelWF7,11,21-656-678-1337,9442.55,BUILDING, according to the fluffily unusual platelets sl
47557,935,O,146021.24,1998-06-13,1-URGENT,Clerk#000000779,0,special decoys sleep stealthily. unusual accounts detect blithely,935,Customer#000000935,"4G57WIwMy2Xh5TUjqGNR,z8BRpAzion",0,10-724-445-8323,2531.25,MACHINERY,s. pinto beans detect quickly accor
47591,823,F,125040.01,1992-01-03,1-URGENT,Clerk#000000497,0, bold pinto beans sleep furiously. final deposit,823,Customer#000000823,kxCcxifuuT9S2naKMuLEj3,0,10-109-430-5638,738.79,AUTOMOBILE,ully regular ideas wake slyly regular foxes. unusual platelets eat furiously above the slyly
47619,388,F,37744.88,1992-03-22,1-URGENT,Clerk#000000765,0,above the ideas hinder sometimes quickly regular accounts. bol,388,Customer#000000388,O5WFAnxL3GmS9,7,17-856-814-6352,1938.05,HOUSEHOLD,sts. quickly final instructions integrate furiously careful
47621,304,F,86324.75,1994-07-12,1-URGENT,Clerk#000000122,0,ing to the deposits. furiously pendin,304,Customer#000000304,pIFwPYGSKJo3W,0,10-321-698-7663,9217.55,MACHINERY,"daringly regular theodolites at the regular, express "
47649,421,F,27750.41,1992-11-01,1-URGENT,Clerk#000000327,0,wake blithely about the fluf,421,Customer#000000421,JyXE6GG1qMShSKEu,13,23-918-228-2560,7073.17,FURNITURE,ly express deposits sleep slyly. express instruct
47684,44,O,281583.35,1997-06-10,1-URGENT,Clerk#000000560,0,ve the ironic sheaves. carefully express requests are ,44,Customer#000000044,"dI0Nc9bvnxXHCWu10bSVn,NEJ2kwdyqvI",16,26-190-260-5375,7315.94,AUTOMOBILE,"fily regular asymptotes. ironic, pend"
47748,139,O,211146.29,1996-03-14,1-URGENT,Clerk#000000648,0,ncies: final accounts nag according to the care,139,Customer#000000139,"YmFwpwxNjgg,YTXZ2Muk6l5yr",9,19-140-352-1403,7897.78,MACHINERY,ely pending requests along the slyly final packages sle
47776,692,O,146528.13,1996-06-25,1-URGENT,Clerk#000000227,0, integrate blithely instructions. fluffily express gifts detect quickly ,692,Customer#000000692,OU3mR K0rrwidwitSQ18sPSDr4xJqa7V,19,29-804-421-1703,276.71,AUTOMOBILE,. quickly special accounts haggle. fluffily regular requests about the quickly 
